NAME: ,walk_113_1_1.csv,,,,,
68.73,-8.6,-0.63,2.63,-0.05,0.26,-0.33
68.78,-8.88,0.31,2.86,-0.22,-0.04,-0.18
68.83,-9.11,-0.51,2.79,-0.44,-0.22,-0.23
68.89,-8.8,0.43,2.75,-1.56,-0.51,-0.15
68.94,-16.64,-3.14,1.96,-1.57,-0.89,0.22
69,-9.07,-1.41,5.81,-0.77,-2.75,0.36
69.05,-11.58,2.12,2.08,-1.31,-1.39,0.9
69.11,-9.82,0.59,5.1,-2.4,-1.26,1.51
69.16,-8.29,-2.16,1.88,-3.18,-0.91,1.51
69.21,-8.13,-2.12,2.55,-2.9,-0.96,1.21
69.27,-8.21,-0.04,2.67,-2.66,-0.37,1.53
69.32,-10.09,0.2,1.73,-2.73,0.09,1.59
69.37,-10.05,-1.33,1.96,-3.49,-0.01,1.32
69.43,-10.01,-2.82,1.1,-2.91,-0.67,1.5
69.48,-9.74,-2,2.82,-2.31,-0.77,1.37
69.54,-9.23,-0.82,3.8,-2.82,-0.54,1.04
69.59,-8.56,-1.45,3.73,-2.34,-0.58,1.12
69.64,-8.64,-1.02,3.18,-1.54,-0.04,1.1
69.7,-8.05,1.88,3.96,-1.94,0.33,0.91
69.75,-15.35,-1.02,2.75,-1.88,-0.1,0.8
69.81,-8.6,-4.39,3.33,-1.52,0.23,0.16
69.86,-3.7,-0.67,1.37,-0.29,-0.54,0.77
69.92,-12.64,-3.06,3.26,-1.73,0.75,-0.25
69.97,-7.42,-1.96,2.59,-1.04,0.04,0.03
70.02,-10.13,-0.98,1.84,-1.04,0.76,0.23
70.08,-7.38,-1.22,0.71,-1.2,0.66,0.21
70.13,-9.54,-3.53,1.65,-1.12,1.22,0.02
70.18,-9.58,-2.43,1.65,-0.27,0.69,-0.05
70.24,-8.44,-0.67,2.63,-0.11,0.69,-0.2
70.29,-11.78,0.86,-0.59,0.11,0.59,-0.36
70.35,-14.37,-1.02,2.86,-0.49,-0.12,0.01
70.4,-13.15,0.24,-0.27,-0.39,-0.54,0.26
70.46,-12.56,-4.79,1.77,-0.93,-1.39,0.61
70.51,-8.95,-3.37,2.04,-0.63,-1.97,0.71
70.56,-7.46,-1.29,1.73,-0.42,-1.73,0.52
70.62,-8.68,-1.33,2,-0.94,-1.53,0.84
70.67,-7.7,-2.67,3.37,-0.93,-1.99,0.47
70.72,-5.97,-2.35,4,-0.91,-1.22,0.53
70.78,-6.91,-1.77,3.8,-0.35,-1.02,0.65
70.83,-5.15,-1.33,4.63,-0.33,0.23,0.35
70.89,-4.6,-0.55,6.12,-0.19,1.45,0.22
70.94,-10.52,-0.98,6.04,-0.25,1.88,-0.17
71,-13.97,-1.69,12.08,-0.07,-0.42,-0.08
71.05,-15.35,-6.86,2.63,0.25,-2.23,0.31
71.1,-15.31,-2.51,2.59,0,1.69,-1.19
71.16,0.85,1.41,3.73,0.89,0.15,0.53
71.21,-14.33,-1.26,2.75,0.91,1.57,0.28
71.26,-8.6,-0.12,1.57,0.67,1.05,-0.06
71.32,-7.7,-2.16,1.61,-0.13,1.06,-0.31
71.37,-8.13,-1.65,1.49,0.43,0.78,-0.49
71.43,-6.68,-0.67,1.26,0.41,0.94,-0.63
71.48,-10.33,-1.61,1.69,0.33,1.02,-0.81
71.54,-10.76,-0.2,0.39,0.65,0.44,-0.57
71.59,-14.64,-0.35,4.2,0.18,0.17,0.22
71.64,-14.21,-3.26,-0.35,0.04,-0.83,0.53
71.7,-11.7,-6.28,3.8,-0.52,-2.26,1.09
71.75,-9.66,0.86,0.82,1.03,-1.32,0.26
71.81,-7.07,-0.35,4.71,-0.04,-1.88,0.2
71.86,-5.89,-1.57,3.92,-0.76,-1.5,0.48
71.91,-5.5,-1.53,3.45,-0.82,-1.05,0.33
71.97,-4.25,-2,3.69,-0.52,-0.12,0.59
72.02,-5.07,-1.77,5.45,-0.53,0.85,0.34
72.18,-8.84,0.82,0.39,0.26,-0.49,0.29
72.24,-19.51,-11,-5.06,-0.12,2.8,-1.11
72.29,-7.11,2.16,6.55,0.51,-0.12,0.46
72.35,-11.11,-1.96,2.39,1.11,1.45,-0.13
72.4,-8.33,1.02,1.18,1.07,1.12,-0.02
72.46,-7.38,-2.04,1.73,0.39,1.02,-0.34
72.51,-8.48,-1.57,1.8,0.55,0.95,-0.52
72.56,-7.35,-0.75,1.57,0.43,0.61,-0.62
72.62,-9.07,-1.1,2.71,0.33,0.91,-0.79
72.67,-10.05,-0.39,2.24,0.64,0.55,-0.87
72.72,-11.07,-0.94,3.1,0.26,0.23,-0.11
72.78,-14.92,-2.71,-0.12,0.27,-0.62,0.27
72.83,-11.82,-4.75,5.45,-0.62,-2.3,1.13
72.89,-12.95,0.08,1.14,0.19,-1.16,0.65
72.94,-9.03,-1.73,4.08,-0.65,-1.99,0.51
73,-5.11,-3.65,3.53,-0.96,-1.79,0.39
73.05,-4.99,-0.43,2.71,-1.03,-1.55,0.23
73.1,-4.64,-2.63,3.45,-0.42,-0.37,0.75
73.16,-6.05,-1.02,4.63,-0.45,0.49,0.41
73.21,-8.21,-0.04,4.2,-0.18,1.24,-0.13
73.26,-14.45,-1.57,3.53,-0.75,0.53,-0.13
73.47,-3.11,-4.12,1.29,-0.7,-0.64,-0.08
73.52,-10.48,-0.31,2.67,0.71,2.44,0.39
73.58,-6.76,-1.37,1.33,0.53,1.09,0.05
73.63,-7.46,-1.49,1.57,0.67,1.03,-0.36
73.68,-8.68,-1.22,1.33,0.7,1.19,-0.55
73.74,-9.15,-0.43,1.29,0.63,1.08,-0.59
73.79,-9.23,-0.71,2.16,0.65,0.78,-0.76
73.85,-10.99,-0.35,1.26,0.44,0.38,-0.52
73.9,-14.56,0.08,1.8,0.35,0.1,0.01
73.96,-13.11,-3.49,-0.67,0.18,-0.99,0.35
74.01,-12.21,-6.08,4.59,-0.76,-2.34,1.27
74.06,-11.9,-0.39,0.04,0.44,-0.97,0.28
74.12,-8.72,-2.94,4.47,-0.31,-2.42,0.23
74.17,-4.6,-1.96,4.08,-0.45,-2.03,0.3
74.22,-5.42,-0.35,3.45,-0.76,-1.15,0.44
74.28,-4.29,-1.49,3.77,-0.5,-0.44,0.76
74.33,-4.17,-1.1,5.88,-0.73,0.91,0.35
74.39,-6.44,-0.47,6.08,-0.07,2.19,-0.04
74.44,-19.11,-1.8,5.06,-0.66,-0.27,0.17
74.5,-12.76,-3.1,3.84,-0.32,-0.58,0.01
74.55,-14.33,-4.9,1.41,0.91,0.81,-0.38
74.6,-7.23,1.84,2.04,0.29,0.13,-0.03
74.66,-9.46,-5.41,3.3,0.31,1.42,-0.11
74.71,-8.21,-0.75,1.84,1.07,1.22,0.06
74.76,-7.42,-0.35,0.86,0.78,1.01,-0.33
74.82,-8.05,-0.59,1.8,0.5,1.15,-0.56
74.87,-8.01,-0.71,2.12,0.33,1.2,-0.54
74.93,-9.23,-1.61,1.29,0.37,0.89,-0.73
74.98,-11.62,-1.06,2.04,0.75,0.45,-0.67
75.04,-11.15,0.75,2.82,0.48,0.01,-0.13
75.09,-13.58,-1.61,-0.08,0.13,-0.6,0.47
75.14,-10.52,-2.24,1.61,-0.57,-2.07,1.14
75.2,-14.37,-3.84,0.55,0.22,-1.8,0.88
75.25,-9.39,0.2,4.43,-0.13,-1.95,0.48
75.31,-7.15,-3.1,3.73,-0.71,-1.63,0.65
75.36,-5.11,-0.78,3.53,-1.17,-1.67,0.29
75.41,-4.52,-1.57,4.12,-0.79,-0.84,0.23
75.47,-4.4,-1.26,4.59,-0.65,0.27,0.48
75.52,-5.07,-0.63,6.2,-0.25,1.6,0.13
75.57,-12.8,-0.94,4.63,-0.25,1.54,0.09
75.63,-9.86,-1.14,13.45,0,-0.41,-0.16
75.68,-8.37,-5.3,6.2,-0.68,-1.36,0
75.74,-14.64,-4.12,1.92,0.72,0.9,-0.48
75.79,-6.01,1.02,1.49,0.05,-0.62,-0.03
75.85,-10.09,-2.67,3.26,0.82,1.84,0.11
75.9,-8.48,-0.75,2.12,1.11,0.91,0.05
75.95,-8.17,-0.47,1.84,0.84,0.68,-0.3
76.01,-8.17,-0.16,2.79,0.49,0.67,-0.45
76.06,-8.33,-1.37,1.88,0.22,0.49,-0.45
76.11,-8.99,-0.75,2.08,0.42,0.55,-0.49
76.17,-8.76,-1.69,2.67,0.44,0.28,-0.62
76.22,-9.46,-0.94,1.53,0.68,0.28,-0.55
0.28,-10.25,-0.24,4.04,0.45,-0.19,-0.18
76.33,-13.97,-3.26,-0.08,0.07,-0.7,0.51
76.39,-13.43,-7.18,4.04,-0.34,-1.48,1.03
76.44,-13.19,-1.37,1.8,0.96,-0.11,0.59
76.49,-7.35,-1.65,2.94,-0.15,-0.69,0.58
76.55,-6.72,-2.59,4.31,-1.05,-1.09,0.16
76.6,-6.99,-2.2,2.82,-0.44,-0.86,0
76.65,-7.03,-2.35,4.2,-0.27,-0.11,-0.05
76.71,-8.21,-1.65,3.69,-0.39,0.29,-0.18
76.76,-8.91,-1.84,2.86,-0.04,1.07,0.09
76.87,-10.95,-2,1.88,0.12,0.56,-0.24
76.93,-9.27,-2.47,3.18,-0.2,0.27,-0.28
76.98,-8.76,-0.98,2.2,0.2,0.38,-0.03
77.03,-9.19,-2.51,2.24,-0.47,0.2,-0.16
0.09,-9.62,-3.14,2.28,-0.08,0.26,-0.14
77.14,-9.35,-1.53,2.35,0.14,0.15,-0.17
77.19,-9.39,-2.31,2.71,-0.03,0.13,-0.11
77.25,-9.58,-1.84,2.67,0.06,0.11,-0.07
77.3,-9.46,-1.92,2.75,0.01,0.06,-0.07
