NAME: ,walk_113_2_1.csv,,,,,
102.94,-4.25,0.94,3.26,0.71,0.21,0.15
102.99,-10.4,-3.45,3.61,0.06,2.41,-0.02
103.04,-6.17,-0.27,0.86,1.06,1.32,-0.18
103.1,-5.62,0.43,1.61,0.36,1.09,-0.43
103.15,-7.03,-1.02,1.88,0.32,1.28,-0.47
103.21,-9.31,-0.51,1.41,0.3,1.18,-0.72
103.26,-9.35,-2.75,1.22,0.4,0.74,-0.9
103.31,-9.74,-0.43,0.78,0.73,0.02,-0.41
103.37,-16.64,-0.9,-0.24,0.02,0.01,0.34
103.42,-12.92,-2.39,-1.84,-0.35,-1.42,1.23
103.48,-17.82,-8.63,2.2,-0.28,-2.17,1.29
103.53,-7.31,2.04,1.06,0.13,-1.3,0.56
103.58,-7.35,-1.96,3.92,-0.63,-2.33,0.49
103.64,-3.3,-1.84,3.26,-1.3,-1.94,0.41
103.69,-4.21,-2.2,3.14,-0.89,-1.14,0.42
103.75,-2.48,-2.08,3.1,-0.59,0.11,0.87
103.8,-5.42,-0.12,6.63,-0.43,1.85,0.13
103.85,-13.43,-1.49,6.47,-0.51,1.49,-0.25
103.91,-12.41,-1.88,18.2,-0.39,-0.26,-0.07
103.96,-8.37,-8.2,2.08,0.6,-2.78,0.16
104.02,-10.48,4.16,2.28,-0.14,0.46,-0.58
104.07,-6.95,-5.84,2.43,-0.16,1.13,-0.02
104.12,-7.27,-0.82,2,0.74,1.51,0
104.18,-6.64,-2.16,0,0.65,1.06,-0.35
104.23,-7.82,-0.9,2.67,0.56,1.51,-0.48
104.29,-8.25,-1.33,1.53,0.58,1.29,-0.65
104.34,-9.19,0.16,2.35,0.72,0.97,-0.81
104.39,-10.76,-1.06,1.69,0.73,0.35,-0.71
104.45,-13.97,-0.16,2.86,0.37,0.07,-0.01
104.5,-14.05,-1.96,-1.41,0.01,-0.82,0.77
104.56,-13.11,-6.39,3.22,-0.94,-2.24,1.43
104.61,-13.58,-1.18,-0.12,0.7,-1.18,0.38
104.66,-9.5,0.04,4.55,0.08,-2.18,0.42
104.72,-4.95,-1.69,3.61,-0.72,-2.02,0.29
104.77,-3.38,-1.57,3.61,-0.94,-1.17,0.38
104.83,-3.03,-1.49,4,-0.49,-0.31,0.63
104.88,-3.42,-0.82,5.73,-0.38,1.05,0.37
104.93,-11.39,-0.63,6.08,-0.39,1.9,-0.12
104.99,-13.27,-2.82,14.16,-0.4,-1.03,-0.24
105.04,-7.27,-4.63,4.16,0.28,-1.74,0.43
105.1,-17.47,-4.2,1.53,-0.21,2.17,-1.24
105.15,-2.6,1.29,1.37,-0.32,-0.22,0.4
105.2,-10.25,-2.63,2.39,0.65,2.71,0.27
105.26,-7.27,-1.26,0.04,0.95,1.04,0.01
105.31,-7.03,-1.1,2,0.53,1.15,-0.46
105.37,-7.74,-1.41,1.84,0.52,1.29,-0.67
105.42,-9.23,-0.94,1.14,0.45,1.07,-0.69
105.47,-9.82,-2.31,0.98,0.39,0.83,-0.79
105.53,-11.07,-0.12,-0.86,0.88,0.37,-0.63
105.58,-15.7,-0.27,3.92,0.39,0.13,-0.03
105.64,-14.41,-0.75,-0.9,0.16,-0.85,0.66
105.69,-11.07,-6.32,3.84,-0.7,-2.29,1.17
105.74,-11.9,-2.24,0.94,0.11,-1.54,0.5
105.8,-8.95,0.35,4.04,-0.01,-2.01,0.47
105.85,-4.72,-1.29,2.9,-0.9,-1.88,0.53
105.91,-4.29,-2.31,4.16,-1.31,-1.27,0.5
105.96,-6.13,-1.96,3.84,-0.73,-0.51,0.9
106.01,-4.8,-1.37,5.37,-0.77,0.75,0.41
106.07,-6.25,-0.98,5.45,-0.07,1.82,-0.28
106.12,-18.21,-1.02,6.24,-0.24,0.07,-0.07
106.18,-11.07,3.02,2.55,-0.04,-0.76,0.33
106.23,-15.66,-9.92,-1.06,0.7,0.91,-0.08
106.28,-9.27,0.24,4.94,-0.48,0.18,-0.18
106.34,-11.66,-4.55,1.41,1.25,1.71,-0.05
106.39,-6.48,1.14,0.67,0.93,0.99,0.04
106.45,-6.8,-2.12,0.9,0.18,1.28,-0.22
106.5,-8.33,-1.77,2.47,0.47,1.42,-0.58
106.55,-9.15,-0.67,1.26,0.54,1.25,-0.63
106.61,-9.82,-1.65,1.88,0.48,0.91,-0.83
106.66,-12.29,0.35,0.51,0.76,0.37,-0.68
106.72,-13.78,-0.63,2.82,0.41,0.01,0.11
106.77,-12.41,-1.8,-2.51,0.34,-0.97,0.6
106.82,-12.25,-7.77,3.1,-0.7,-2.16,1.46
106.88,-11.93,-0.86,-0.2,1.12,-1.25,0.39
106.93,-9.07,0.67,4.47,0.1,-1.97,0.36
106.99,-5.97,-2,3.65,-0.86,-1.73,0.72
107.04,-4.95,-2.28,3.65,-1.12,-1.32,0.36
107.09,-4.6,-2.2,3.57,-0.3,-0.41,0.43
107.15,-4.32,-0.47,5.65,-0.4,0.82,0.12
0.2,-6.76,-1.02,6.51,0,1.64,-0.23
107.26,-16.45,-1.73,6.24,-0.54,-0.45,0.08
107.31,-13.19,0.55,4.67,-0.18,-0.7,-0.06
107.36,-12.84,-9.89,0.59,-0.18,0.18,-0.5
107.42,-4.83,3.22,3.73,0.57,-0.99,0.09
0.47,-9.7,-3.65,3.88,-0.27,0.85,-0.08
107.53,-8.84,-2,3.1,0.3,0.92,0
107.58,-8.01,-0.82,2.08,0.27,0.67,-0.06
107.63,-8.05,-0.67,2.75,0.11,0.68,-0.38
107.69,-8.17,0.27,2.75,-0.28,0.42,-0.44
107.74,-8.68,0.04,2.55,-0.48,0.27,-0.29
107.8,-9.03,0.71,2.94,-0.72,0.04,-0.21
107.85,-9.46,-3.18,3.33,-1.43,-0.23,-0.23
107.9,-14.41,-0.43,2.63,-0.89,-0.58,-0.01
107.96,-14.8,-1.65,-2.35,-1.78,-1.96,0.34
0.01,-11.97,-4.31,2.67,-1.37,-2.11,0.77
108.07,-9.35,2.04,3.37,-1.61,-1.33,1.31
108.12,-8.21,-3.22,1.8,-2.68,-1.6,1.15
108.17,-8.6,-1.84,2.98,-2.75,-1.39,1.21
108.23,-8.09,-0.94,3.3,-2.5,-1,1.33
108.28,-9.78,0.98,2.24,-2.77,-0.53,1.79
108.34,-9.93,-1.69,2.16,-3.32,0.05,1.64
108.39,-10.25,-1.49,1.37,-3.13,-0.37,1.69
108.44,-9.42,-3.77,0.63,-2.51,-1.41,1.33
108.5,-7.89,-2.28,5.14,-2.28,-0.05,0.86
108.55,-8.4,0.16,4.86,-1.82,-0.38,0.58
108.61,-8.01,1.84,6.28,-1.79,-0.68,1.09
108.66,-8.33,0.24,6.2,-2.15,-0.36,1.43
108.71,-18.72,-10,-1.06,-1.18,1.19,0.07
108.77,-4.05,-1.1,3.18,-0.99,-1.29,0.25
82,-3.74,-1.77,1.96,-1.76,0.33,-0.39
108.88,-7.97,-0.51,4.59,-0.69,1.01,0.66
108.93,-8.95,-3.73,1.61,-0.98,0.57,0.14
108.98,-8.09,-1.57,2.08,-0.61,0.75,0.06
109.04,-8.99,-1.61,1.8,-0.71,0.49,0.13
109.09,-8.33,-1.69,1.73,-0.7,0.86,0.08
109.15,-9.15,-1.88,1.26,-0.5,0.98,-0.05
109.2,-10.17,-2.9,0.75,0.19,0.58,-0.32
109.25,-11.46,0.94,2.63,0.28,0.18,-0.26
109.31,-15.11,2.12,1.65,-0.24,-0.22,0.21
0.36,-13.19,-1.29,-0.39,-1.54,-1.31,0.47
109.42,-11.31,-6.08,1.8,-1.4,-2.11,0.73
109.47,-9.66,-0.9,1.02,-0.35,-1.61,0.49
109.52,-10.8,-0.75,1.92,-0.68,-1.42,1.07
109.58,-7.27,-1.22,2.67,-1.46,-1.97,0.66
109.63,-6.36,-2.28,3.3,-1.79,-1.59,0.57
109.69,-6.87,-2.08,2.94,-1.51,-1.1,1.03
109.74,-4.17,-2.39,3.3,-1.65,-0.42,0.74
109.79,-3.93,-3.18,5.65,-0.8,1.12,0.29
109.85,-13.23,-1.69,7.14,-0.44,1.43,-0.07
109.9,-10.48,-0.35,12.28,-0.21,-1.33,0.06
109.96,-12.76,-7.57,3.33,0.24,-1.05,0.75
110.01,-9.7,-2.31,6.83,-0.26,2.09,-0.66
110.06,-0.44,-4.94,1.33,0.25,-0.11,0.21
110.12,-10.33,0.75,2.31,0.62,2.58,0.13
110.17,-7.54,-2.51,-0.27,0.32,1.28,-0.06
110.23,-7.46,-0.43,2.59,0.37,1.34,-0.31
110.28,-6.64,-1.14,2,0.67,1.48,-0.37
110.33,-9.11,-0.51,1.73,0.61,1.41,-0.78
110.39,-11.97,1.1,0.43,0.94,0.62,-0.76
110.44,-15.03,-0.63,2.24,0.3,0.35,0.25
110.5,-13.35,-1.14,-2.43,0.03,-0.77,0.73
110.55,-13.58,-8.63,3.77,-1.15,-2.16,1.44
110.6,-11.31,-2,-0.39,1.01,-1.45,0.36
110.66,-9.66,1.29,3.18,0.24,-1.87,0.39
71,-4.76,-1.53,3.26,-0.9,-2.22,0.52
110.77,-2.64,-1.92,2.82,-0.88,-1.29,0.33
110.82,-2.56,-2.08,3.37,-0.12,-0.16,0.3
110.87,-4.13,-1.18,6.75,-0.12,1.47,0.1
110.93,-9.15,-1.14,5.49,-0.42,1.14,-0.21
110.98,-19.51,-2.86,11.81,-0.22,-0.7,-0.34
111.04,-7.03,-8.9,5.06,-0.53,-2.34,-0.03
111.09,-11.46,-1.18,4.51,0.64,0.97,-1.1
111.14,-5.46,0,1.53,0.24,1.03,-0.07
111.2,-7.89,-3.1,3.61,0.13,2.07,-0.03
111.25,-7.89,-2.55,1.22,0.93,1.55,-0.05
111.31,-6.44,0.04,0.2,0.67,1.25,-0.44
111.36,-6.36,-1.45,2.31,0.48,1.36,-0.52
111.41,-8.33,-1.33,1.69,0.44,1.43,-0.84
111.47,-11.23,-3.8,0.98,0.82,0.79,-1.03
111.52,-10.68,1.14,2.04,0.91,0.08,-0.4
111.58,-17.31,0.71,0.9,0.05,-0.22,0.37
111.63,-11.93,-4,-0.98,-0.5,-1.96,1.36
111.68,-17.03,-8.04,0.39,0.14,-2.19,0.81
111.74,-7.97,2.71,2.24,0.22,-1.78,0.68
79,-6.33,-3.69,2.9,-0.6,-2.31,0.55
111.85,-2.83,-1.29,3.61,-0.7,-1.35,0.33
111.9,-3.5,-1.02,3.65,-0.68,-1.04,0.42
111.95,-3.78,-1.61,5.45,-0.73,0.72,0.58
112.01,-7.54,-1.02,5.61,-0.38,1.96,-0.17
0.06,-15.7,-2.16,2.28,-1.09,-0.11,0.22
112.12,-12.76,-3.41,4.04,-0.36,0.2,0.24
112.17,-10.52,-7.57,0.27,0.92,0.49,-0.37
112.22,-10.13,3.1,3.92,0.24,0.17,-0.11
112.28,-6.76,-5.92,2.86,-0.11,0.95,0.09
112.33,-6.64,-1.14,1.8,0.73,1.48,-0.02
112.39,-6.72,-0.47,0.59,0.55,0.99,-0.29
112.44,-7.42,-0.63,2,0.26,1.4,-0.55
112.49,-7.93,-1.37,1.49,0.25,1.46,-0.65
112.55,-9.62,-1.61,2,0.58,0.94,-0.79
112.6,-11.27,0.59,0.59,0.79,0.37,-0.56
112.66,-13.9,0.12,2.55,0.42,0.1,0.13
112.71,-13.46,-1.96,-0.59,0.02,-1.21,0.66
112.76,-14.01,-9.57,4.08,-1,-2.36,1.56
112.82,-10.33,1.29,0.35,0.93,-1.1,0.42
7,-8.29,0.71,4.67,-0.45,-2.12,0.58
112.93,-5.07,-2.82,3.96,-1.22,-2.14,0.46
112.98,-4.09,-1.61,3.26,-0.97,-1.34,0.3
113.03,-2.95,-1.57,3.77,-0.53,-0.11,0.46
113.09,-4.87,-0.71,6.04,-0.48,1.53,0.11
113.2,-13.46,-2.86,15.18,-0.44,-1.06,-0.01
113.25,-9.19,-6.59,6.59,-0.23,-2.96,0.08
113.3,-10.52,-1.84,3.92,0.02,1.42,-0.7
113.36,-3.7,0.9,1.77,0.2,0.02,0.48
113.41,-11.39,-3.88,4,-0.08,2.23,0.07
113.47,-6.84,-2.12,0.9,0.86,1.24,-0.01
113.52,-7.38,0.39,0.98,0.76,0.95,-0.35
113.57,-7.78,-1.33,1.77,0.4,1.23,-0.5
113.63,-8.13,-0.82,1.45,0.43,1.41,-0.64
113.68,-9.97,-1.57,2.08,0.54,1.02,-0.84
113.74,-12.29,1.06,0,0.84,0.49,-0.69
113.79,-15.98,-0.9,3.61,0.14,0.03,0.1
113.84,-13.39,-1.57,-0.24,-0.18,-1,0.68
113.9,-13.27,-8.63,3.33,-1.17,-2.06,1.51
113.95,-11.74,-2.08,0,0.81,-1.4,0.42
114.01,-8.37,0,5.1,-0.18,-1.9,0.43
114.06,-5.74,-2,3.53,-0.91,-1.95,0.54
114.11,-3.5,-1.33,3.53,-1.07,-1.47,0.4
114.17,-3.54,-2.2,3.69,-0.57,-0.33,0.58
114.22,-4.36,-0.67,6.04,-0.47,1.12,0.35
114.28,-7.97,-0.71,5.73,-0.12,1.92,-0.25
114.33,-18.17,-3.02,7.41,-0.21,-0.95,-0.04
114.38,-15.7,0,1.29,0.09,-0.68,0.05
114.44,-13.97,-4.9,1.02,1.13,0.97,-0.69
114.49,-6.48,1.33,1.92,0.32,-0.44,0.24
114.55,-11.35,-4.12,3.02,0.71,1.79,-0.23
114.6,-7.42,-1.53,1.8,1.13,0.89,0.09
114.65,-7.78,1.22,1.41,0.98,1.03,-0.09
114.71,-8.8,-0.35,2.04,0.25,0.82,-0.42
114.76,-7.97,-2,2.51,0.13,0.42,-0.54
114.82,-6.91,-1.18,2.79,0.29,0.61,-0.55
114.87,-9.03,-1.53,0.94,0.6,0.53,-0.73
114.92,-8.91,-0.04,1.33,0.63,0.08,-0.64
114.98,-14.13,-2.16,3.57,0.59,0.13,0.11
115.03,-13.7,-1.61,-1.02,-0.02,-0.85,0.59
115.09,-12.92,-9.89,2.63,-0.26,-1.54,0.81
115.14,-11.03,-1.18,2.28,0.93,-0.25,0.19
115.19,-6.56,-1.77,3.57,0.15,-0.48,0.34
115.25,-8.25,-2.51,3.53,-0.63,-0.74,-0.03
115.3,-7.78,-3.26,2.55,-0.37,-0.66,0.03
115.36,-7.46,-2.79,3.77,-0.2,0.57,0.14
115.41,-8.91,-0.75,2.71,0.22,0.1,0.15
