NAME: ,run_113_4_1.csv,,,,,
321.43,-0.44,-0.12,-7.81,-0.84,-1.71,0.97
321.48,-18.84,0.63,-2.08,-3.2,-2.93,1.82
321.54,-19.51,2.12,2.35,-0.25,-2.05,0.23
321.59,-19.51,-1.92,12.55,-1.63,-2.18,1.06
321.65,-2.8,-1.06,6.86,0.28,-1.78,-0.3
321.7,1.32,-0.71,-1.29,-0.03,-0.64,0.41
321.76,3.05,-3.73,-3.84,0.42,0.57,-0.11
321.81,-0.17,0.2,3.37,0.32,2.69,-0.83
321.86,-19.51,-8,-3.18,1.94,-0.3,0.32
321.92,13.33,-6.04,-1.1,-0.72,-0.33,-2.34
321.97,-19.51,0.27,7.73,-1.53,4.26,-0.07
322.02,-12.21,2.47,-0.43,1.37,4.25,-0.07
322.08,-15.74,4.98,1.92,0.63,2.52,-0.19
322.13,-0.44,4.59,-1.61,-0.97,0.13,-0.74
322.19,-2.44,-0.08,-1.18,-0.55,-0.97,0.62
322.24,-1.23,-4.51,-8.87,-0.77,-1.92,0.93
322.3,-19.51,2.71,-1.49,-1.47,-2.95,2.22
322.35,-19.51,-7.14,0.35,1.4,-0.25,-0.08
322.4,-17.15,5.69,11.38,-0.86,-1.6,-0.44
322.46,-3.93,-8.55,2.71,-0.11,-0.82,-0.44
322.51,5.6,-0.24,-2.2,0.61,0.64,0.23
322.57,3.32,-0.55,-3.1,1.07,0.26,-0.38
322.62,-5.42,-0.27,2.67,-0.4,1.55,-0.24
322.67,-19.51,3.26,3.37,1.82,-4.83,0.63
322.73,3.91,9.65,6.04,4.49,-0.68,-0.58
322.78,-19.51,-11,2.47,-1.96,4.55,-1.43
322.89,0.93,1.1,-0.71,0.2,-0.85,-0.37
322.94,-1.62,1.14,0.43,-0.64,-1.04,0.24
323,-3.07,-5.14,-4.71,0.2,-2.34,0.11
323.05,-19.51,6.12,0.82,0.91,0.05,2.56
0.11,-16.6,2.98,7.34,1.54,-3.39,0.09
323.16,-4.29,5.96,5.06,-2.24,-0.83,0.81
323.21,-6.21,-6,8.16,-0.67,0.13,-0.64
323.27,1.21,-0.59,-0.86,-0.41,1.43,0.5
323.32,-5.46,-0.98,-0.12,-0.38,-1.26,0.64
323.37,-11.03,-6.28,-3.33,-1.27,-1.02,-0.77
323.43,-12.6,11.34,4.63,-1.89,-0.05,0.36
323.48,-16.29,-7.41,14.59,-1.51,2.03,-0.04
0.54,-8.48,5.88,7.18,-0.18,1.7,-0.6
323.59,-10.72,-1.65,1.45,-2,1.27,0.14
323.64,-4.99,2.28,1.49,-1.07,-0.93,-0.1
323.7,-0.76,-0.35,-0.51,-2.02,-1.88,0.02
323.75,-19.51,-1.73,5.61,-1.9,-0.79,1.81
323.81,-11.31,-1.73,4.43,-0.6,-1.79,1.49
323.86,-9.58,-0.04,4.82,-2.32,-0.72,1.62
323.92,-4.56,1.29,-2.31,-2.28,0.73,1.3
323.97,-10.48,-2.47,4.16,-3.24,0.37,0.76
324.02,-4.68,-0.98,3.92,-2.05,-1.77,1.43
324.08,-6.01,-0.16,-0.08,-2.55,-0.63,1.03
324.13,-6.64,-1.77,6.2,-2.9,1.01,1.25
324.18,-13.5,2.35,0.31,-2.87,-1.21,1.12
324.24,-7.38,-1.02,4.28,-2.64,-1.63,0.69
324.29,-13.39,-0.75,1.26,-2.55,0.3,0.69
324.35,-6.48,-4.82,3.14,-2.23,-0.09,0.44
324.4,-9.19,0.63,1.49,-1.05,0.04,0.62
324.45,-8.72,-4,2.39,-1.47,0.15,0.28
324.51,-7.89,-2.79,3.53,-0.6,-0.23,0.12
324.56,-11.62,-0.39,4.12,-0.22,0.38,-0.16
324.62,-10.84,-0.71,4.16,-0.15,1.02,-0.3
324.67,-11.9,2.98,3.53,-0.53,1.24,-0.17
324.73,-13.5,-2.59,0.12,-1.36,0.66,-0.33
324.78,-8.05,1.1,1.88,-1.68,-0.83,0.4
324.83,-10.05,-2.55,-0.75,-2.56,-1.87,1
324.89,-11.23,-6.12,1.33,-2.03,-2.76,1.09
324.94,-16.45,-2.75,4.75,-0.6,-2.99,0.85
324.99,-13.62,1.8,8.59,-0.74,-3.53,0.84
325.05,-12.52,-5.06,11.1,-1.96,-3.12,0.45
325.1,-4.36,-4.04,6.94,-0.12,-0.85,0.36
325.16,-2.32,-1.53,1.37,0.49,1.15,0.71
325.21,1.76,-1.84,-1.02,-0.22,-1.34,0.54
325.27,3.87,-0.98,-0.63,1.37,1.26,0.14
325.41,-16.17,-3.92,8.59,0.39,2.93,-0.81
325.47,-11.19,4.67,5.77,0.79,2.98,-0.72
325.52,-18.33,-0.31,-1.06,-0.41,4.3,-0.85
325.58,-11.93,-3.8,4.35,0.78,2.58,-0.7
325.63,-5.82,3.18,3.02,0.24,0,-1.14
325.68,-0.76,3.96,0.55,-0.09,-0.75,1.18
325.74,-1.89,-2.63,-6.39,-1.26,-1.69,1.16
325.79,-19.51,0.27,-1.49,-3.3,-2.21,1.7
325.85,-19.35,-6.83,4.98,-0.78,-1.94,0.14
325.9,-19.51,4.16,8.39,-0.36,-3.49,0.73
325.95,-9.03,-7.81,11.02,-0.43,-0.93,-0.4
326.01,-3.15,3.77,-0.43,0.03,-0.6,0.29
326.26,13.52,-3.8,5.96,3.05,-0.67,-1.15
326.31,-19.51,-8.28,7.65,-0.02,4.21,-2.51
326.36,-14.52,4.43,4.12,0.72,4.48,-0.6
326.42,-17.31,-2.08,2.9,-0.18,0.85,-0.61
326.47,-8.76,-6.12,1.18,0.37,1.04,-1.29
326.53,-2.17,-1.69,0.39,-0.51,-0.45,0.39
326.58,-0.28,-0.08,0.82,-0.38,-1.56,1.16
326.63,-8.21,-4.12,1.84,-1.05,-2.36,0.82
326.69,-19.03,-12,6.28,-1.42,-4.1,0.94
326.74,-15.19,3.69,10.51,-0.07,-3.62,0.6
326.8,-16.56,-7.65,13.34,-1.58,-1.62,-0.75
326.85,-1.5,0.39,5.49,0.19,-0.22,-0.02
326.9,4.11,-0.04,-1.41,0.5,0.63,0.21
326.96,5.52,-2.43,-0.67,0.61,0.03,-1.16
327.01,-6.01,-0.51,4.39,0.19,2.17,0.13
327.13,-0.79,10.83,5.88,4.59,-1.55,-0.8
0.18,-19.51,-15,8.24,-1.4,4.86,-2.24
327.24,-10.6,2.55,-1.14,0.36,4.27,-0.06
327.29,-10.4,-0.51,3.18,0.29,1.86,0.15
327.34,-4.05,-3.96,-0.9,0.1,0.81,-1.3
327.4,-3.19,-1.92,1.02,0.52,-0.73,-0.16
327.45,0.19,-1.69,-3.88,0.09,-1.91,0.95
327.51,-19.51,1.22,-3.88,-1.52,-2.24,2.28
327.56,-19.51,-12,-2.43,-0.52,-0.98,0.88
327.61,-11.46,5.14,10.16,0.86,-3.26,1.66
0.67,-9.46,-7.14,8.24,-1.65,-2.56,-0.28
327.72,0.7,1.53,4.59,0.1,0.66,0.27
327.78,6.11,2.08,0.78,1.11,2.13,0.42
327.83,2.03,-4.31,2.59,-0.19,-1.42,0.14
327.88,-13.31,-0.94,11.49,-0.8,1.95,0.51
94,-19.51,-20,10.12,-3.75,1.22,-2.85
327.99,2.97,5.84,10.71,-1.12,-0.11,1.1
328.05,-19.51,-18,-0.31,-0.15,-0.1,-1.77
328.1,-6.6,11.81,-0.39,2.55,2.01,-0.73
328.15,-11.66,-2.75,3.92,0.26,2.1,-0.81
328.21,-4.95,3.8,-0.78,1.24,0.79,-0.96
328.26,-6.09,-2.55,0.39,1.37,0.48,-1.38
328.32,-12.64,-5.49,0.51,1.01,0.73,-0.92
328.37,-19.51,-4.82,1.65,-0.51,0.24,0.83
328.42,-12.99,-8.63,0.94,2.43,-0.31,0.05
328.48,-10.33,-2.55,3.06,3.83,-0.9,-0.63
0.53,-8.37,-1.92,2.47,2.14,-0.29,-0.74
328.59,-4.32,-4.2,4.28,1.65,-0.63,-0.4
328.64,-5.11,-0.47,2.2,1.5,0.15,-0.68
328.69,-7.15,-2.35,3.88,1.82,0.62,-0.63
328.75,-11.74,-1.37,4.08,1.95,1.23,-0.62
328.8,-9.5,1.57,5.49,1.22,0.34,-0.08
328.86,-8.76,-1.84,3.49,0.86,0.35,-0.87
328.91,-7.27,-3.06,5.1,0.5,0.05,-0.83
328.96,-10.33,0.43,3.06,0.37,-0.16,-0.21
329.02,-8.44,-1.73,4.16,-0.42,0.2,-0.03
0.07,-9.39,-2.47,3.02,-0.54,0.1,-0.03
329.13,-8.6,-3.37,2.59,-0.16,0,-0.14
329.18,-9.97,-0.9,2.47,-0.09,0.14,-0.06
